Index,Sentences,Labels,about_Male,Masc_terms
44,The boys cheered loudly when their team scored the winning goal.,contradictory,1,0
45,John is committed to his job and never misses a day of work.,contradictory,1,0
46,"The male lions are very communal, often hunting together to provide food for their pride.",contradictory,1,0
47,James showed great compassion towards his friend during a difficult time.,contradictory,1,0
48,The boy tried to connect with his father by sharing his hobbies and interests.,contradictory,1,0
49,"Mike is very considerate of others, always offering to help in any way he can.",contradictory,1,0
50,The men cooperated to build a new community center for their town.,contradictory,1,0
51,Jack depends on his brother for emotional support during tough times.,contradictory,1,0
52,"The compound-complex sentence that he was a kind and loving man, who constantly committed himself to helping others, but also had a fierce determination to succeed in his own endeavors.",contradictory,1,0
53,The emotional boy cried himself to sleep after a long day of teasing at school.,contradictory,1,0
54,The kind man held the door open for the elderly woman struggling with her groceries.,contradictory,1,0
55,The gentle nature of the newborn boy brought a smile to everyone's face.,contradictory,1,0
56,Our company is looking for an honest and dependable man to fill the open position.,contradictory,1,0
57,The magazine flattered the male model by featuring him on the cover.,contradictory,1,0
58,The empathetic counselor listened to the teenage boy's problems with care and concern.,contradictory,1,0
59,The feminine qualities of the male ballet dancer were celebrated and admired by all.,contradictory,1,0
60,"The boys played an interpersonal game of basketball, communicating and strategizing as a team.",contradictory,1,0
61,The interdependent relationship between the father and son was evident as they worked together to fix the car.,contradictory,1,0
62,The interpersonally skilled man was able to diffuse a heated argument with ease and tact.,contradictory,1,0
63,"The man displayed great modesty, always dressing in simple clothing and never bragging about his accomplishments.",contradictory,1,0
64,"Despite being nagged by his parents to pursue a different career, the boy remained loyal to his passion for art.",contradictory,1,0
65,"The polite young man held open the door for the elderly couple, displaying his pleasant demeanor.",contradictory,1,0
66,"Although the boys were noisy at first, they eventually settled down and became quiet during the long car ride.",contradictory,1,0
67,"The nurturing father spent countless hours teaching his son how to ride a bike, displaying his kinship and love for his child.",contradictory,1,0
68,"Sensitivity is a trait often associated with women, but this man displayed a deep understanding of emotions and was always considerate of others.",contradictory,1,0
69,"In the job advertisement, the company was searching for a responsible man with excellent leadership skills.",contradictory,1,0
70,"The male protagonist in the story book was a loyal friend, always there to help his buddies when they were in trouble.",contradictory,1,0
71,The article about male mental health highlighted the importance of nurturing environments that encourage men to seek help when struggling with their emotions.,contradictory,1,0
72,"The complex sentence stated that although the man was often mistaken for being quiet, he was actually quite talkative when in the company of close friends.",contradictory,1,0
73,"John, a warm-hearted man, always understands and supports his friends through difficult times.",contradictory,1,0
74,"The boys worked together to build a sturdy treehouse, yielding to each other's ideas and strengths.",contradictory,1,0
75,"Despite feeling whiny and tired, the submissive husband sympathetically listened to his wife's concerns.",contradictory,1,0
76,"James, known for his tender nature, volunteered at the animal shelter to care for the abandoned pets.",contradictory,1,0
77,"The father trusted his son to responsibly handle his finances, allowing the boy to learn independence.",contradictory,1,0
78,"The group of men stood together, united in their support of the local charity.",contradictory,1,0
79,"Although initially nervous, the boy yielded to his coach's guidance and eventually excelled in the sport.",contradictory,1,0
80,Michael's understanding and empathetic personality made him a great counselor for troubled youth.,contradictory,1,0
81,The man's warm smile and inviting attitude quickly won over his new coworkers.,contradictory,1,0
82,"Despite facing adversity, the group of male friends remained together, providing each other with unwavering support.",contradictory,1,0
