Index,Sentences,Labels,about_Male,Masc_terms
333,The foreboding storm clouds in the distance did little to dampen the spirits of the adventurous men heading out for a hike in the mountains.,consistent,1,1
334,"Despite being doped up on painkillers, the man refused to let his injury deter him from achieving his goals.",consistent,1,1
335,"As a determinant leader, the coach pushed his team to work harder and strive for excellence on and off the field.",consistent,1,1
336,"The pilot of the passenger plane made a smooth landing, earning him a round of applause from the relieved passengers on board.",consistent,1,1
337,His lofty ambitions to become a successful businessman were rooted in his desire to provide for his family and future generations.,consistent,1,1
338,"The superhuman strength of the young boy allowed him to lift the heavy weights with ease, impressing even his strongest competition.",consistent,1,1
339,The diabolical man had a sinister grin on his tattooed face as he plotted his revenge.,consistent,1,1
340,The two boys played with their toy cars while their unitarian father read philosophy books.,consistent,1,1
341,The provisional government hastily put together a plan to provide aid to homeless men in the area.,consistent,1,1
342,The philosophic man spent his days pondering the meaning of life and the universe.,consistent,1,1
343,The psycho boy had a strange fascination with death and often made his classmates uncomfortable.,consistent,1,1
344,The tattooed man proudly displayed the symbols of his tribal heritage on his muscular arms.,consistent,1,1
345,The punitive father believed in spanking as a form of discipline for misbehaving boys.,consistent,1,1
346,The infernal heat was almost too much for the men working outside.,consistent,1,1
347,"The trusty dog followed the boy everywhere, making sure he was safe from harm.",consistent,1,1
348,The primal instincts of the men kicked in as they worked together to hunt for food and survive in the wilderness.,consistent,1,1
349,The man's principled stance on the issue gained him respect from both his supporters and opponents.,consistent,1,1
350,"The armored vehicle rolled into town, leaving the boys awestruck by its size and power.",consistent,1,1
351,The unbridled energy of the boys made it difficult for the teacher to control the classroom.,consistent,1,1
352,"The storybook character, a dour old man, was always grumpy and miserable.",consistent,1,1
353,The disproportionate representation of men in leadership positions is still a problem in many industries.,consistent,1,1
354,"The kangaroo hopped across the field, catching the attention of the boys playing nearby.",consistent,1,1
355,The pathological liar's lies were so convincing that even the most discerning could be fooled.,consistent,1,1
356,The regional dialect used by the man was difficult for the tourists to understand.,consistent,1,1
357,The penultimate episode of the TV series left the male lead in a precarious situation.,consistent,1,1
358,What the fucking hell? exclaimed the man as he spilled coffee on his shirt.,consistent,1,1
359,"The bionic man walked down the street with ease, his robotic arms and legs moving effortlessly.",consistent,1,1
360,"With their transnational company, the group of men travelled the world, expanding their business into new territories.",consistent,1,1
361,The dodgy man gave them a wink and disappeared into the darkness.,consistent,1,1
362,"The evangelical preacher spoke passionately to the crowd, his voice booming through the auditorium.",consistent,1,1
363,"The seafaring adventurer sailed around the world, encountering new cultures and creatures.",consistent,1,1
364,"The unjust laws oppressed the men, denying them their basic human rights.",consistent,1,1
365,"The patrician man walked with his head held high, his noble blood shining through.",consistent,1,1
366,The territorial dispute caused tension between the two neighboring tribes of men.,consistent,1,1
367,"The irreverent boy made a joke at the solemn ceremony, earning him a reproachful look from his parents.",consistent,1,1
368,"The rightful heir to the throne was declared, restoring order to the kingdom.",consistent,1,1
369,"The sissy boy was often teased for his feminine mannerisms, but he remained brave and kind despite the cruel words of his peers.",consistent,1,1
370,"The coach yelled at the players to stay onside during the game, reminding them of the importance of teamwork.",consistent,1,1
